pid,ts,designation,stCounty,refFrame,epoch,lat,latDms,latP2p,lon,lonDms,lonP2p,ellHt,ellHtP2p,datum,orthoHt,orthoHtP2p,observed,agency,monumentType,monumentDesc,setting,specificSetting,stamping,stability,magnetic,condition,description
AE9862,24225180607,SURVEYOR,"CA,Solano County",NAD_83(2011),2010.0000,38.4523737111,N382708.54536,0.017,-121.7489373694,W1214456.17453,0.011,-18.272,0.030,NAVD88 (Computed using GEOID18),13.283,0.071,2024-08-06 22:13:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Set in top of concrete monument, ,WM A JONES SOLANO CO. SURVEYOR,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED. MARK IS IN A KNOWN SUBSIDENCE FEATURE
AE9864,25118173736,ANDREW,"CA,Yolo County",NAD_83(2011),2010.0000,38.3867161889,N382312.17828,0.011,-121.6385340500,W1213818.72258,0.012,-28.003,0.009,NAVD88 (Computed using GEOID18),3.548,0.061,2025-04-24 15:16:00+00:00,Wood Rodgers Inc.,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,ANDREW 1997,Monument will probably hold position well,No magnetic material,S,Monument is stable and in good condition.
AE9867,21307170446,GPS 2191,"CA,Sacramento County",NAD_83(2011),2010.0000,38.1997503694,N381159.10133,0.007,-121.5248947611,W1213129.62114,0.005,-27.673,0.015,NAVD88 (Computed using GEOID18),4.048,0.063,2021-10-01 15:01:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Copper-clad steel rod without sleeve (10FT+ or 3.048M+), ,GPS 2191,Monument will probably hold position well,No magnetic material,S, 
AE9868,21342150915,ESCHINGER,"CA,Sacramento County",NAD_83(2011),2010.0000,38.3508320806,N382102.99549,0.005,-121.3895742500,W1212322.46730,0.010,-20.784,0.013,NAVD88 (Computed using GEOID18),10.154,0.057,2021-11-17 17:15:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,ESCHINGER 1997,May hold commonly subject to ground movement,No magnetic material,S, 
AE9869,21344120446,POTTER,"CA,Sacramento County",NAD_83(2011),2010.0000,38.0395075500,N380222.22718,0.004,-121.7476190389,W1214451.42854,0.010,-34.602,0.010,NAVD88 (Computed using GEOID18),-2.246,0.066,2021-12-03 16:31:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,POTTER 1997,Monument will probably hold position well,No magnetic material,S, 
AE9870,21344115443,VALVE,"CA,San Joaquin County",NAD_83(2011),2010.0000,38.1455703111,N380844.05312,0.013,-121.3343077389,W1212003.50786,0.008,-20.687,0.015,NAVD88 (Computed using GEOID18),10.658,0.055,2021-12-03 16:03:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Light structures (other than listed below), ,VALVE 1997,May hold commonly subject to ground movement,No magnetic material,S, 
AE9876,21336192040,HOG SLOUGH,"CA,San Joaquin County",NAD_83(2011),2010.0000,38.1687256806,N381007.41245,0.010,-121.4595960694,W1212734.54585,0.008,-28.185,0.020,NAVD88 (Computed using GEOID18),3.418,0.061,2021-03-09 15:01:00+00:00,Towill Incorporated,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,HOG SLOUGH 1997,Monument will probably hold position well,No magnetic material,S, 
AE9877,24064140405,HORSESHOE,"CA,Sacramento County",NAD_83(2011),2010.0000,38.0801871889,N380448.67388,0.012,-121.7321620000,W1214355.78320,0.013,-33.179,0.008,NAVD88 (Computed using GEOID18),-0.830,0.069,2024-02-29 17:46:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,HORSESHOE 1997,Monument will probably hold position well,No magnetic material,S, 
AE9878,21307170710,NEW HOPE,"CA,Sacramento County",NAD_83(2011),2010.0000,38.2399164889,N381423.69936,0.006,-121.4028425111,W1212410.23304,0.002,-27.029,0.010,NAVD88 (Computed using GEOID18),4.226,0.054,2021-10-01 15:05:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,NEW HOPE 1997,Monument will probably hold position well,Marker equipped with bar magnet,S, 
AE9879,21264102215,PELLANDINI,"CA,Sacramento County",NAD_83(2011),2010.0000,38.2910833611,N381727.90010,0.008,-121.3501143694,W1212100.41173,0.010,-20.666,0.005,NAVD88 (Computed using GEOID18),10.316,0.052,2021-09-17 14:52:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,PELLANDINI 1997,May hold commonly subject to ground movement,No magnetic material,S, 
AE9880,21242113308,RILEY,"CA,Sacramento County",NAD_83(2011),2010.0000,38.3550453694,N382118.16333,0.004,-121.2976694306,W1211751.60995,0.005,-15.443,0.012,NAVD88 (Computed using GEOID18),15.213,0.053,2021-08-18 15:22:00+00:00,Sacramento County California,Disk,Survey disk (other agency),A metal rod driven into ground. Describe below., ,RILEY 1997,Monuments of questionable or unknown reliability,No magnetic material,S, 
AE9892,22192184825,941 5004 B TIDAL,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9854865111,N375907.75144,0.005,-121.3931965194,W1212335.50747,0.004,-26.718,0.007,NAVD88 (Computed using GEOID18),5.206,0.050,2022-03-25 18:04:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk,Galvanized steel rod in sleeve (10FT+ or 3.048M+), ,5004 B 1979,Monument will probably hold position well,No magnetic material,S, 
AE9895,22180154720,941 4867 A TIDAL,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9364564111,N375611.24308,0.008,-121.3347594000,W1212005.13384,0.004,-25.917,0.005,NAVD88 (Computed using GEOID18),6.019,0.048,2022-03-26 10:45:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk,Copper-clad rod in sleeve (10FT+ or 3.048M+), ,4867 A 1978,Monument will probably hold position well,No magnetic material,S, 
AE9980,23019150248,HPGN D CA 02 GH,"CA,Shasta County",NAD_83(2011),2010.0000,40.5012366000,N403004.45176,0.012,-122.3761523000,W1222234.14828,0.013,118.122,0.018,NAVD88 (Computed using GEOID18),145.996,0.067,2023-01-10 16:13:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,CA-HPGN-DENSIFICATION STA. 02-GH 1996,Monument will probably hold position well,No magnetic material,S, 
AE9981,23066111021,HPGN D CA 02 HH,"CA,Shasta County",NAD_83(2011),2010.0000,40.5880847306,N403517.10503,0.006,-122.3787265000,W1222243.41540,0.011,123.376,0.004,NAVD88 (Computed using GEOID18),150.869,0.064,2023-02-28 15:30:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,CA-HPGN-DENSIFICATION STA. 02-HH 1996,Monument will probably hold position well,No magnetic material,S, 
AE9982,23066111446,HPGN D CA 02 HJ,"CA,Shasta County",NAD_83(2011),2010.0000,40.5627578000,N403345.92808,0.002,-122.3046284889,W1221816.66256,0.004,146.791,0.025,NAVD88 (Computed using GEOID18),174.383,0.072,2023-02-28 20:00:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,CA-HPGN-DENSIFICATION STA. 02-HJ 1996,Monument will probably hold position well,No magnetic material,S, 
AE9983,23019113823,HPGN D CA 02 JH,"CA,Shasta County",NAD_83(2011),2010.0000,40.6617624611,N403942.34486,0.011,-122.3567863111,W1222124.43072,0.002,179.066,0.018,NAVD88 (Computed using GEOID18),206.205,0.070,2023-01-11 17:19:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,CA-HPGN-DENSIFICATION STA. 02-JH 1996,Monument will probably hold position well,No magnetic material,S, 
AE9984,16023140123,HPGN D CA 02 HK,"CA,Shasta County",NAD_83(2011),2010.0000,40.5394042694,N403221.85537,0.003,-122.1782373389,W1221041.65442,0.011,135.239,0.012,NAVD88 (Computed using GEOID18),162.676,0.060,2015-09-17 16:36:00+00:00,Quantum Spatial,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,CA-HPGN-DENSIFICATION STA. 02-HK 1996,Monument will probably hold position well,No magnetic material,S,Recovered as described
AE9985,23072151516,HPGN D CA 02 FJ,"CA,Tehama County",NAD_83(2011),2010.0000,40.3267689500,N401936.36822,0.004,-122.2801744389,W1221648.62798,0.013,146.422,0.004,NAVD88 (Computed using GEOID18),174.819,0.062,2023-02-28 16:14:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,CA-HPGN-DENSIFICATION STA. 02-FJ 1995,Monument will probably hold position well,No magnetic material,S, 
AH3204,20328143922,KIT 2,"CA,Kern County",NAD_83(2011),2010.0000,35.2091781889,N351233.04148,0.008,-119.1622612889,W1190944.14064,0.010,64.948,0.011,NAVD88 (Computed using GEOID18),99.147,0.059,2020-11-04 17:47:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Pavement (street sidewalk curb etc.), ,KIT 2 1979,Monuments of questionable or unknown reliability,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
AH7472,22125091534,941 5144 H TIDAL,"CA,Contra Costa County",NAD_83(2011),2010.0000,38.0552623694,N380318.94453,0.005,-122.0384390611,W1220218.38062,0.008,-28.840,0.007,NAVD88 (Computed using GEOID18),3.308,0.052,2022-03-29 19:34:00+00:00,"JOA Surveys, LLC",Disk,Bench mark disk,Stainless steel rod in sleeve (10FT+ or 3.048M+), ,5144 H 1976,Monument will probably hold position well,No magnetic material,G, 
AH9379,24052140416,CHICO B,"CA,Butte County",NAD_83(2011),2010.0000,39.4281019306,N392541.16695,0.013,-121.6692744194,W1214009.38791,0.006,6.122,0.019,NAVD88 (Computed using GEOID18),34.377,0.050,2024-02-18 02:16:00+00:00,Provost & Pritchard Consulting Group,Rod,Flange-encased rod,Stainless steel rod in sleeve (10FT+ or 3.048M+), ,CHICO B 1999,Monument will probably hold position well,Marker is a steel rod,S,FOUND IN GOOD CONDITION AS DESCRIBED
AI3517,24313145821,VIS C,"CA,Tulare County",NAD_83(2011),2010.0000,36.3250322500,N361930.11610,0.008,-119.3988310500,W1192355.79178,0.005,54.728,0.021,NAVD88 (Computed using GEOID18),86.783,0.049,2024-11-04 18:42:00+00:00,Provost & Pritchard Consulting Group,Disk,Horizontal control disk,Footings of small/medium structures, ,VIS C 2000,May hold commonly subject to ground movement,No magnetic material,S,Station is in a known subsidence area due to water table changes. Use elevation with prudence.
AI5052,18023105502,BIRD,"CA,Yolo County",NAD_83(2011),2010.0000,38.8485378194,N385054.73615,0.021,-122.0437444389,W1220237.47998,0.030,63.680,0.020,NAVD88 (Computed using GEOID18),94.063,0.076,2017-09-20 18:28:00+00:00,California Department of Water Resources,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,BIRD 1999,Monument will probably hold position well,No magnetic material,S, 
AI5056,25008123523,CODY,"CA,Yolo County",NAD_83(2011),2010.0000,38.7918328500,N384730.59826,0.015,-121.7747286500,W1214629.02314,0.021,-18.022,0.023,NAVD88 (Computed using GEOID18),12.290,0.073,2025-01-03 21:29:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,CODY 1999,Monument will probably hold position well,Marker equipped with bar magnet,S,Mark is located in a known subsidence feature due to over pumping of groundwater and the compaction/collapse of aquifers
AI5062,21263132821,F 859 RESET,"CA,Yolo County",NAD_83(2011),2010.0000,38.7928342111,N384734.20316,0.005,-121.7266722889,W1214336.02024,0.005,-16.446,0.021,NAVD88 (Computed using GEOID18),13.809,0.069,2021-09-15 14:47:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Abutment or pier of large bridges, ,F 859 RESET 1993,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
AI5066,24225180811,LIBRARY,"CA,Yolo County",NAD_83(2011),2010.0000,38.6789406194,N384044.18623,0.015,-121.7744728500,W1214628.10226,0.021,-11.245,0.015,NAVD88 (Computed using GEOID18),19.490,0.069,2024-08-06 16:24:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,LIBRARY 1999,Monument will probably hold position well,Marker equipped with bar magnet,S,FOUND IN GOOD CONDITION AS DESCRIBED. MARK IS IN A KNOWN SUBSIDENCE FEATURE
AI5069,21242124611,RIVER,"CA,Yolo County",NAD_83(2011),2010.0000,38.6473507889,N383850.46284,0.004,-121.5722405611,W1213420.06602,0.007,-18.808,0.016,NAVD88 (Computed using GEOID18),11.896,0.064,2021-08-25 14:41:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,RIVER 1999,Monument will probably hold position well,No magnetic material,S, 
AI5070,21242105006,SM NO 15,"CA,Yolo County",NAD_83(2011),2010.0000,38.7310009000,N384351.60324,0.006,-121.6331645194,W1213759.39227,0.009,-23.313,0.010,NAVD88 (Computed using GEOID18),7.144,0.065,2021-08-26 14:48:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Object driven into ground, ,SM NO 15,May hold commonly subject to ground movement,No magnetic material,S, 
AJ7851,21242104746,SMF D,"CA,Sacramento County",NAD_83(2011),2010.0000,38.6982472806,N384153.69021,0.005,-121.5904848389,W1213525.74542,0.006,-23.616,0.006,NAVD88 (Computed using GEOID18),6.959,0.063,2021-08-26 14:32:00+00:00,Sacramento County California,Disk,Horizontal control disk,Footings of small/medium structures, ,SMF D 2001,May hold commonly subject to ground movement,No magnetic material,S, 
BBBC12,08164140559,NLD 200,"CA,Kern County",NAD_83(2011),2010.0000,35.3631012444,N352147.16448,0.008,-119.0908256111,W1190526.97220,0.007,84.788,0.010,NAVD88 (Computed using GEOID18),118.376,0.057,2007-11-28 17:34:00+00:00,PBS&J,Disk,  Survey disk (other agency), Footings of small/medium structures,SET IN AN ABUTMENT OF A PEDESTRIAN BRIDGE,NLD 200," May hold, commonly subject to ground movement", No magnetic material,S,LOCATED IN BAKERSFIELD 0.10 MI. NE OF THE INTERSECTION OF TRUXTON AVE. AND COFFEE ROAD.  SET IN THE WEST ABUTMENT OF A PEDESTRIAN BRIDGE.  THE STATION  IS LOCATED ON THE SOUTH SIDE OF THE WEST ABUTMENT  
BBBC13,08164141503,NLD 201,"CA,Kings County",NAD_83(2011),2010.0000,36.1376986611,N360815.71518,0.002,-119.6261111556,W1193734.00016,0.001,26.860,0.007,NAVD88 (Computed using GEOID18),60.350,0.061,2007-11-30 21:30:00+00:00,PBS&J,Disk,  Survey disk (other agency), Mat foundation or concrete slab other than pavement,"3"" BRASS DISK SET IN CONCRETE WELL STRUCTURE",NLD 201, Monuments of questionable or unknown reliability, No magnetic material,S,LOCATED IN KINGS COUNTY. 5.5 MI. NW OF CORCORAN.  2.25 MI. WEST ALONG NEVADA AVE. FROM THE INTERSECTION OF THE CENTRAL VALLEY HWY(43). IN THE NORTHEAST CORNER OF A CONCRETE STRUCTURE SITTING  0.6 FEET ABOVE GROUND.  
BBBC16,21330144139,NLD 204,"CA,Kings County",NAD_83(2011),2010.0000,36.0425916889,N360233.33008,0.011,-119.6429052611,W1193834.45894,0.003,19.804,0.009,NAVD88 (Computed using GEOID18),53.684,0.064,2021-11-23 18:48:00+00:00,Provost & Pritchard Consulting Group,Disk, , ,"3"" BRASS DISK",NLD 204, Monuments of questionable or unknown reliability, No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
BBBC18,08164142041,NLD 205,"CA,Madera County",NAD_83(2011),2010.0000,36.9820616667,N365855.42200,0.004,-120.1842602806,W1201103.33701,0.003,34.952,0.005,NAVD88 (Computed using GEOID18),67.671,0.061,2007-12-03 21:22:00+00:00,PBS&J,Disk,  Survey disk (other agency), Abutment or pier of large bridges,"3"" BRASS DISK ",NLD 205, Monuments of questionable or unknown reliability, No magnetic material,S,LOCATED IN MADERA COUNTY.  5.7 MI. NNW OF MADERA.  1.0 MI NORTH ALONG ROAD 20 FROM THE INTERSECTION OF AVENUE 15. ON THE SOUTH END OF A BRIDGE. SET ON THE WEST BRIDGE ABUTMENT WHERE THE ROAD CHANGES FROM ASPHALT TO CONCRETE.  
BBBC19,08164142145,NLD 206,"CA,Fresno County",NAD_83(2011),2010.0000,36.6507681361,N363902.76529,0.002,-120.1789607111,W1201044.25856,0.001,19.673,0.004,NAVD88 (Computed using GEOID18),52.926,0.067,2007-12-03 21:49:00+00:00,PBS&J,Disk,  Survey disk (other agency), Massive retaining walls,"3"" BRASS DISK",NLD 206, Monuments of questionable or unknown reliability, No magnetic material,S,"3.0 MI. NNE OF SAN JOAQUIN. 0.25 MI. SOUTHWEST ALONG PLACER AVE. FROM THE INTERSECTION OF SOUTH YUBA AVE. ON THE SOUTH END OF THE WEST WINGWALL OF A BRIDGE OVER A CANAL. LOCATED 9.2 FEET SOUTH FROM THE SOUTH END OF THE BARRIER RAIL, 11.2 FEET SOUTH EAST FROM THE EDGE OF PLACER AVE. AND 3.0 FEET NORTH FROM THE SOUTH END OF THE WINGWALL  "
BBBC79,08241073819,NLD 207,"CA,Fresno County",NAD_83(2011),2010.0000,36.5654641250,N363355.67085,0.004,-120.0949193556,W1200541.70968,0.005,23.831,0.003,NAVD88 (Computed using GEOID18),57.105,0.065,2007-12-05 19:44:00+00:00,PBS&J,Disk,  Survey disk (other agency), Mat foundation or concrete slab other than pavement,"3"" Brass Disk",NLD 207, , ,S,"3"" Brass Disk set in top of concrete stairs"
BBBD08,08247131345,NLD 202,"CA,Tulare County",NAD_83(2011),2010.0000,36.1378268528,N360816.17667,0.004,-119.5349542611,W1193205.83534,0.002,29.889,0.009,NAVD88 (Computed using GEOID18),63.168,0.063,2007-11-30 18:44:00+00:00,PBS&J,Disk,  Survey disk (other agency), Abutment or pier of large bridges,Set in wing wall of Bridge abutment,NLD 202, , ,G,In Tulare county 4.2 miles NE of Corcoran 2.0 miles east along Nevada avenue from the intersection of central valley highway (43). Located on the south side of Nevada ave. and the east wingwall of the bridge over lakeland canal. 
BBCM25,11265123343,CITY OF SHAFTER BM 01,"CA,Kern County",NAD_83(2011),2010.0000,35.5071813250,N353025.85277,0.004,-119.2691938417,W1191609.09783,0.008,72.714,0.003,NAVD88 (Computed using GEOID18),106.521,0.063,2011-09-08 14:23:00+00:00,Porter & Associates Inc.,Disk,Bench mark disk, Set in top of concrete monument,null,CITY OF SHAFTER PUBLIC WORKS BENCH MARK," May hold, commonly subject to ground movement", No magnetic material,G,"LOCATED AT THE NORTHEAST CORNER OF THE FIVE-WAY INTERSECTION OF CENTRAL AVENUE, MANNEL AVENUE, AND EAST TULARE AVENUE IN SHAFTER, CALIFORNIA. A BRASS DISK SET IN A CONCRETE MONUMENT PROTECTED BY A HAND ACCESS ENCASEMENT. PARTICULARLY LOCATED AT THE BACK OF THE STREET CURB RETURN RAMP AT THE FRONT OF SHAFTER HIGH SCHOOL CAMPUS."
BBCQ20,22132173000,941 4811 G,"CA,Solano County",NAD_83(2011),2010.0000,38.1831229194,N381059.24251,0.012,-121.9248536611,W1215529.47318,0.013,-29.974,0.011,NAVD88 (Computed using GEOID18),2.176,0.053,2022-03-30 18:05:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk, Unspecified rock or boulder, ,4811 G 2004, Monument will probably hold position well, No magnetic material,G, 
BBCQ21,22196100527,941 5064 G,"CA,Contra Costa County",NAD_83(2011),2010.0000,38.0178990389,N380104.43654,0.006,-121.8149591111,W1214853.85280,0.015,-29.260,0.008,NAVD88 (Computed using GEOID18),3.016,0.065,2022-04-01 15:00:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk, Massive structures (other than listed below),concrete electrical service base,5064 G 1996, Monument will probably hold position well, No magnetic material,G, 
